acc_mean_g,acc_std_g,acc_peak_g,acc_min_g,jerk_peak,jerk_mean,gyro_peak_dps,gyro_std_dps,ax_std,ay_std,az_std,gx_std,gy_std,gz_std,label,trigger
1.184,0.7,5.46,0.384,130.59,7.59,1146.2,129.5,0.47,0.002,0.813,0.0,137.1,0.0,stomp,0
11.863,3.621,16.096,3.577,240.19,98.23,1327.2,411.5,5.362,0.002,7.652,0.0,943.0,0.0,running,0
1.37,0.316,1.968,0.928,15.94,8.13,146.9,45.0,0.327,0.002,1.039,0.0,105.2,0.0,shake_leg,0
3.463,5.219,22.627,0.984,550.04,40.01,2000.0,407.3,3.703,0.002,4.473,0.0,440.9,0.0,hard_kick,0
1.211,0.695,5.26,0.379,114.34,7.64,874.2,105.7,0.472,0.002,0.813,0.0,112.8,0.0,stomp,0
13.71,3.747,18.61,4.553,338.77,108.66,1510.4,464.5,5.56,0.002,8.877,0.0,1079.7,0.0,running,0
13.606,3.81,18.467,4.524,334.02,106.33,1500.8,472.4,5.707,0.002,8.709,0.0,1049.4,0.0,running,0
1.175,0.674,5.396,0.375,111.53,6.89,1164.8,145.2,0.466,0.002,0.764,0.0,153.2,0.0,stomp,0
0.996,0.002,1.003,0.99,0.33,0.11,3.7,1.1,0.002,0.002,0.01,0.0,1.5,0.0,sitting,0
0.977,0.002,0.983,0.968,0.43,0.11,1.3,0.2,0.002,0.002,0.006,0.0,0.6,0.0,standing,0
2.611,3.205,15.495,1.023,551.5,29.78,1207.0,233.4,1.55,0.002,3.495,0.0,255.8,0.0,soft_kick,0
0.978,0.002,0.982,0.974,0.28,0.1,2.4,0.3,0.002,0.002,0.003,0.0,0.7,0.0,standing,0
1.173,0.66,5.047,0.392,99.51,6.91,582.8,92.6,0.471,0.002,0.758,0.0,101.0,0.0,stomp,0
8.388,6.668,22.627,0.979,609.79,112.16,2000.0,585.4,5.514,0.002,7.61,0.0,762.8,0.0,repeated_kick,1
0.999,0.002,1.003,0.992,0.32,0.12,1.8,0.4,0.002,0.002,0.005,0.0,0.7,0.0,standing,0
1.83,0.574,2.792,0.884,39.29,21.91,191.7,59.0,0.522,0.002,1.617,0.0,134.9,0.0,shake_leg,0
12.51,3.983,16.551,1.145,282.39,96.83,1407.3,434.8,5.421,0.002,8.13,0.0,985.3,0.0,running,0
13.294,3.746,17.881,4.339,316.19,105.79,1474.3,453.5,5.514,0.002,8.581,0.0,1040.2,0.0,running,0
0.983,0.002,0.988,0.977,0.45,0.14,2.1,0.5,0.002,0.002,0.005,0.0,0.6,0.0,standing,0
13.867,3.967,19.2,3.339,366.68,106.55,1560.1,474.0,5.603,0.002,8.926,0.0,1108.8,0.0,running,0
3.082,0.558,3.786,1.676,48.56,12.52,451.5,138.8,1.084,0.002,2.122,0.0,325.3,0.0,walking,0
2.137,0.762,3.367,0.856,60.1,33.09,219.7,67.1,0.65,0.002,2.014,0.0,155.2,0.0,shake_leg,0
2.629,3.205,16.144,0.997,330.41,30.75,1431.8,249.9,1.527,0.002,3.53,0.0,272.2,0.0,soft_kick,0
1.335,1.573,8.831,0.038,210.47,20.49,360.6,73.1,0.662,0.002,1.719,0.0,85.2,0.0,jumping,0
2.1,0.715,3.248,0.874,55.39,30.94,213.6,66.5,0.631,0.002,1.957,0.0,150.4,0.0,shake_leg,0
1.016,0.002,1.02,1.01,0.43,0.11,2.2,0.6,0.002,0.002,0.006,0.0,1.1,0.0,sitting,0
1.003,0.002,1.008,0.998,0.39,0.13,2.1,0.4,0.002,0.002,0.007,0.0,1.3,0.0,sitting,0
13.346,3.828,17.725,4.359,314.52,102.91,1465.1,452.1,5.632,0.002,8.479,0.0,1033.4,0.0,running,0
8.405,6.686,22.627,1.004,599.48,115.09,2000.0,582.6,5.521,0.002,7.649,0.0,771.5,0.0,repeated_kick,1
2.961,0.587,3.732,1.616,39.74,12.69,447.7,138.2,0.963,0.002,2.137,0.0,322.4,0.0,walking,0
1.0,0.002,1.005,0.995,0.42,0.12,2.6,0.5,0.002,0.002,0.004,0.0,1.6,0.0,standing,0
3.086,0.648,3.856,0.901,32.73,12.71,458.6,140.3,1.064,0.002,2.174,0.0,320.6,0.0,walking,0
1.043,0.002,1.048,1.037,0.39,0.13,1.2,0.2,0.002,0.002,0.003,0.0,0.6,0.0,standing,0
1.019,0.002,1.027,1.014,0.41,0.13,2.4,0.5,0.002,0.002,0.004,0.0,1.5,0.0,standing,0
10.586,6.216,22.627,0.997,603.52,144.91,2000.0,573.4,5.735,0.002,8.594,0.0,857.1,0.0,repeated_kick,1
2.601,3.164,16.107,1.003,384.82,29.84,1599.9,278.1,1.545,0.002,3.461,0.0,302.6,0.0,soft_kick,0
3.428,5.147,22.627,0.971,549.16,34.46,2000.0,417.7,3.759,0.002,4.296,0.0,450.9,0.0,hard_kick,0
1.362,1.545,9.221,0.017,213.65,20.43,362.5,72.7,0.598,0.002,1.724,0.0,85.0,0.0,jumping,0
1.201,0.657,5.275,0.441,106.91,6.76,1033.1,133.4,0.467,0.002,0.753,0.0,141.5,0.0,stomp,0
1.187,0.66,5.122,0.371,100.75,6.92,659.0,98.6,0.471,0.002,0.754,0.0,107.0,0.0,stomp,0
1.765,0.546,2.671,0.9,35.48,19.42,186.3,56.8,0.495,0.002,1.549,0.0,132.5,0.0,shake_leg,0
2.538,3.184,16.047,0.645,507.5,29.68,1523.6,286.4,1.562,0.002,3.439,0.0,309.9,0.0,soft_kick,0
0.999,0.002,1.005,0.992,0.52,0.11,2.9,0.7,0.002,0.002,0.009,0.0,1.5,0.0,sitting,0
2.695,0.493,3.434,1.174,50.76,10.42,417.7,128.2,0.94,0.002,1.788,0.0,290.5,0.0,walking,0
12.498,3.779,16.436,3.961,279.26,102.51,1401.8,433.1,5.464,0.002,8.262,0.0,978.0,0.0,running,0
0.959,0.002,0.963,0.954,0.32,0.11,2.7,0.7,0.002,0.002,0.006,0.0,1.0,0.0,standing,0
1.392,1.56,9.589,0.01,242.3,20.36,362.1,72.7,0.574,0.002,1.756,0.0,85.2,0.0,jumping,0
2.656,3.262,16.207,0.99,438.93,33.56,1201.1,227.0,1.517,0.002,3.602,0.0,247.9,0.0,soft_kick,0
1.386,1.654,9.783,0.021,256.23,20.37,360.1,72.3,0.656,0.002,1.81,0.0,84.7,0.0,jumping,0
1.565,0.419,2.311,0.923,24.5,13.35,167.5,51.0,0.411,0.002,1.294,0.0,117.8,0.0,shake_leg,0
1.744,0.499,2.575,0.976,31.36,17.95,181.8,58.1,0.484,0.002,1.504,0.0,129.6,0.0,shake_leg,0
1.368,1.69,9.921,0.04,269.73,20.52,355.6,72.9,0.673,0.002,1.844,0.0,85.1,0.0,jumping,0
1.402,1.566,9.475,0.032,233.98,20.27,362.2,72.2,0.596,0.002,1.751,0.0,84.7,0.0,jumping,0
0.964,0.002,0.969,0.959,0.31,0.11,3.9,0.8,0.002,0.002,0.009,0.0,1.5,0.0,sitting,0
3.153,0.652,3.879,0.757,63.34,13.96,461.2,142.5,1.128,0.002,2.287,0.0,317.5,0.0,walking,0
2.631,3.218,16.152,0.987,350.0,31.06,1378.6,243.8,1.523,0.002,3.546,0.0,265.0,0.0,soft_kick,0
3.481,5.264,22.627,0.972,612.91,41.65,2000.0,386.2,3.664,0.002,4.571,0.0,414.4,0.0,hard_kick,0
1.783,0.511,2.652,0.921,34.76,19.59,185.8,57.3,0.494,0.002,1.545,0.0,129.3,0.0,shake_leg,0
3.478,5.171,22.627,1.008,574.08,37.67,2000.0,386.9,3.753,0.002,4.337,0.0,418.8,0.0,hard_kick,0
1.015,0.002,1.022,1.01,0.44,0.12,2.6,0.7,0.002,0.002,0.003,0.0,1.2,0.0,standing,0
8.397,6.664,22.627,0.988,576.17,112.14,2000.0,572.0,5.526,0.002,7.577,0.0,755.2,0.0,repeated_kick,1
1.379,1.545,8.725,0.031,236.78,19.35,354.7,72.9,0.6,0.002,1.725,0.0,84.4,0.0,jumping,0
1.368,1.677,9.865,0.013,262.09,20.6,359.4,72.4,0.67,0.002,1.826,0.0,84.7,0.0,jumping,0
3.433,5.174,22.627,0.97,474.71,35.78,2000.0,424.1,3.749,0.002,4.355,0.0,458.9,0.0,hard_kick,0
1.386,1.499,8.932,0.037,223.63,20.03,363.1,73.2,0.569,0.002,1.697,0.0,85.4,0.0,jumping,0
0.969,0.002,0.974,0.964,0.39,0.13,1.4,0.2,0.002,0.002,0.003,0.0,0.7,0.0,standing,0
12.779,3.834,16.591,4.081,283.67,96.12,1408.6,428.1,5.386,0.002,8.144,0.0,1003.6,0.0,running,0
1.461,0.367,2.146,0.895,20.59,11.3,157.6,47.9,0.369,0.002,1.164,0.0,110.5,0.0,shake_leg,0
1.364,1.636,9.368,0.038,256.97,19.99,349.9,72.8,0.668,0.002,1.787,0.0,84.6,0.0,jumping,0
8.427,6.691,22.627,0.999,612.04,115.58,2000.0,579.2,5.493,0.002,7.696,0.0,755.7,0.0,repeated_kick,1
0.983,0.002,0.989,0.979,0.4,0.12,2.9,0.7,0.002,0.002,0.008,0.0,1.5,0.0,sitting,0
8.419,6.65,22.627,0.997,614.06,114.62,2000.0,560.9,5.49,0.002,7.596,0.0,736.1,0.0,repeated_kick,1
8.385,6.636,22.627,1.004,580.78,110.76,2000.0,579.4,5.52,0.002,7.542,0.0,762.4,0.0,repeated_kick,1
1.177,0.681,5.453,0.382,120.99,6.97,1237.1,150.4,0.465,0.002,0.775,0.0,158.2,0.0,stomp,0
1.001,0.002,1.009,0.995,0.4,0.11,4.4,1.1,0.002,0.002,0.008,0.0,1.4,0.0,sitting,0
2.576,3.169,16.102,0.975,389.04,29.91,1603.5,278.7,1.546,0.002,3.461,0.0,303.5,0.0,soft_kick,0
3.478,5.161,22.627,1.011,571.49,37.23,2000.0,390.6,3.749,0.002,4.327,0.0,422.5,0.0,hard_kick,0
3.488,5.234,22.627,1.0,583.11,40.82,2000.0,399.6,3.686,0.002,4.513,0.0,431.5,0.0,hard_kick,0
1.023,0.002,1.028,1.018,0.4,0.12,1.6,0.4,0.002,0.002,0.005,0.0,0.9,0.0,sitting,0
0.986,0.002,0.991,0.982,0.35,0.11,2.6,0.8,0.002,0.002,0.003,0.0,1.3,0.0,standing,0
1.195,0.682,4.931,0.413,104.64,7.2,590.7,88.7,0.473,0.002,0.799,0.0,96.7,0.0,stomp,0
1.853,0.593,2.829,0.867,40.84,22.93,194.4,59.3,0.531,0.002,1.655,0.0,137.3,0.0,shake_leg,0
1.858,0.6,2.841,0.862,41.73,24.54,195.9,60.1,0.537,0.002,1.682,0.0,137.9,0.0,shake_leg,0
13.695,3.908,18.928,4.697,327.99,107.34,1530.0,485.2,5.754,0.002,8.792,0.0,1094.1,0.0,running,0
2.428,0.48,3.171,1.093,34.98,8.7,394.2,123.2,0.824,0.002,1.589,0.0,271.7,0.0,walking,0
1.004,0.002,1.009,0.998,0.37,0.11,2.3,0.6,0.002,0.002,0.009,0.0,1.4,0.0,sitting,0
1.014,0.002,1.019,1.009,0.39,0.12,1.8,0.1,0.002,0.002,0.004,0.0,0.7,0.0,sitting,0
0.996,0.002,1.001,0.991,0.32,0.09,1.2,0.3,0.002,0.002,0.004,0.0,0.8,0.0,standing,0
3.161,0.65,3.885,0.769,64.02,13.91,460.7,142.5,1.132,0.002,2.29,0.0,317.9,0.0,walking,0
0.997,0.002,1.003,0.99,0.43,0.11,2.1,0.3,0.002,0.002,0.004,0.0,1.0,0.0,standing,0
1.22,0.695,5.513,0.405,132.81,7.42,1205.9,137.0,0.469,0.002,0.81,0.0,144.4,0.0,stomp,0
1.368,1.54,9.44,0.013,231.72,20.4,362.7,72.9,0.572,0.002,1.734,0.0,85.3,0.0,jumping,0
2.089,0.747,3.289,0.834,57.46,32.02,216.2,65.6,0.634,0.002,1.971,0.0,153.2,0.0,shake_leg,0
8.332,6.602,22.627,0.981,559.48,102.79,2000.0,594.5,5.566,0.002,7.416,0.0,780.7,0.0,repeated_kick,1
2.612,3.187,16.127,0.992,349.14,30.39,1513.7,261.7,1.534,0.002,3.5,0.0,285.4,0.0,soft_kick,0
3.037,0.619,3.838,1.339,57.62,13.77,453.7,138.0,1.007,0.002,2.226,0.0,321.6,0.0,walking,0
3.441,5.18,22.627,0.975,458.69,36.93,2000.0,421.6,3.737,0.002,4.378,0.0,456.3,0.0,hard_kick,0
2.236,0.824,3.492,0.824,66.26,37.04,227.1,70.3,0.683,0.002,2.125,0.0,158.8,0.0,shake_leg,0
3.353,0.696,4.197,1.49,44.51,15.36,480.2,147.8,1.123,0.002,2.419,0.0,341.8,0.0,walking,0
1.0,0.002,1.006,0.994,0.35,0.11,2.2,0.6,0.002,0.002,0.006,0.0,1.0,0.0,standing,0
13.426,4.04,17.973,1.419,322.34,102.41,1478.3,455.8,5.791,0.002,8.707,0.0,1050.7,0.0,running,0
8.439,6.7,22.627,0.998,614.29,116.51,2000.0,574.3,5.487,0.002,7.711,0.0,749.4,0.0,repeated_kick,1
11.338,3.588,16.041,3.34,268.7,96.89,1285.0,392.8,5.288,0.002,7.246,0.0,911.3,0.0,running,0
1.376,1.52,9.063,0.017,203.06,20.17,363.2,73.0,0.583,0.002,1.708,0.0,85.4,0.0,jumping,0
12.66,3.926,16.412,1.122,288.42,96.84,1392.9,423.8,5.464,0.002,8.076,0.0,976.4,0.0,running,0
2.594,3.204,15.556,1.002,544.16,29.84,1200.9,228.6,1.548,0.002,3.491,0.0,250.7,0.0,soft_kick,0
2.55,3.211,16.032,0.97,548.09,30.12,1258.3,263.4,1.559,0.002,3.476,0.0,286.2,0.0,soft_kick,0
3.506,5.255,22.627,1.002,612.73,41.53,2000.0,384.2,3.653,0.002,4.575,0.0,412.0,0.0,hard_kick,0
1.255,0.242,1.707,0.937,15.03,5.21,130.0,39.8,0.26,0.002,0.85,0.0,91.9,0.0,shake_leg,0
1.177,0.662,5.06,0.376,99.68,6.96,567.2,91.6,0.471,0.002,0.758,0.0,99.8,0.0,stomp,0
2.519,0.494,3.243,1.085,49.22,9.71,404.0,125.5,0.9,0.002,1.707,0.0,282.6,0.0,walking,0
1.0,0.002,1.004,0.992,0.36,0.11,2.1,0.3,0.002,0.002,0.003,0.0,0.7,0.0,standing,0
1.692,0.514,2.553,0.888,32.42,17.8,180.2,54.8,0.462,0.002,1.465,0.0,127.1,0.0,shake_leg,0
8.426,6.692,22.627,0.996,595.12,115.14,2000.0,577.8,5.509,0.002,7.678,0.0,760.4,0.0,repeated_kick,1
3.459,5.148,22.627,0.999,566.96,36.29,2000.0,399.9,3.747,0.002,4.311,0.0,432.0,0.0,hard_kick,0
3.32,0.688,4.179,1.425,41.0,15.1,477.6,148.9,1.111,0.002,2.386,0.0,338.9,0.0,walking,0
10.673,6.204,22.627,1.021,609.99,149.87,2000.0,584.6,5.717,0.002,8.773,0.0,861.3,0.0,repeated_kick,1
0.964,0.002,0.97,0.959,0.33,0.11,2.5,0.6,0.002,0.002,0.009,0.0,1.5,0.0,sitting,0
0.991,0.002,0.996,0.986,0.4,0.12,1.6,0.4,0.002,0.002,0.006,0.0,1.0,0.0,standing,0
3.523,5.244,22.627,1.021,612.16,41.5,2000.0,382.4,3.644,0.002,4.574,0.0,409.5,0.0,hard_kick,0
1.651,0.468,2.472,0.902,29.53,16.45,176.3,53.6,0.452,0.002,1.418,0.0,126.2,0.0,shake_leg,0
1.383,1.599,9.095,0.025,248.68,19.64,350.2,72.8,0.643,0.002,1.759,0.0,84.6,0.0,jumping,0
